APOGEE_ID,RA,DEC,TEFF,LOGG,M_H,FE_H,ALPHA_M,C_FE,CI_FE,N_FE,O_FE,MG_FE,SI_FE,CA_FE,AL_FE,CE_FE,TI_FE,TIII_FE,NI_FE,MN_FE,NA_FE,VSCATTER,SNR,ASPCAPFLAG,STARFLAG,n_sectors_predicted,sectors_predicted_list
2M03542216+1453400,58.592336,14.894451,5847.2627,3.948733,0.10494,0.10235,-0.022484701,-0.053914,-0.0032332987,0.15371001,-0.0691121,-0.032841496,0.102781996,-0.030077994,0.11889601,,-0.066994995,,0.03767,0.09178452,0.1281736,0.03450396,170.81981,0,4,5,"[42, 43, 44, 70, 71]"
2M03542257+2407304,58.594075,24.125122,5094.553,3.8570993,-0.041112,-0.037509,0.056495003,0.010357004,0.020796003,0.052321002,0.129409,0.087585,0.051647604,0.047038004,0.02138,-0.264121,0.053548176,0.246966,0.053922504,0.006911002,0.077915005,0.04029155,189.79692,16388,0,4,"[42, 43, 44, 71]"
2M03542257+2407304,58.594075,24.125122,5117.4644,4.0077677,-0.047084,-0.039862,0.099739,0.092778,-0.025781997,0.064091995,0.170261,0.122337006,0.005988598,0.035644997,0.005892992,-0.66222805,0.11633117,0.299717,0.09768151,0.019644,-0.08793601,0.115904815,152.02168,4,4,4,"[42, 43, 44, 71]"
2M03542257+2407304,58.594075,24.125122,5097.7344,3.8561735,-0.050174,-0.052357,0.038145002,0.061828997,-0.030778002,0.0017604269,0.127899,0.063848004,0.0037600994,0.03583,0.018467996,-0.34486303,-0.015688833,-0.18239799,0.084208496,0.038588997,-0.32675102,1.8748107,162.4872,68,0,4,"[42, 43, 44, 71]"
2M03542333+3859290,58.597229,38.991394,6752.9565,3.9078116,-0.26871,-0.24563,-0.0103557,-0.097424,-0.023537725,-0.28044,0.1441129,-0.103761494,0.070428014,-0.494404,-0.12210402,,0.51581895,,-0.01117,0.06587252,-0.052426428,9.070758,370.77603,68,131072,3,"[18, 59, 86]"
2M03542337-0706045,58.597393,-7.101272,5562.6445,4.303168,0.19734,0.197,-0.0043404996,0.0056684017,-0.0050965995,0.11186001,-0.33196712,0.027059495,0.088735014,-0.053886995,0.135506,,-0.22072099,,0.04978001,0.08491251,0.18678358,0.010063909,315.22327,16388,0,3,"[5, 31, 109]"
2M03542373-0648569,58.59889,-6.815818,6313.271,4.186068,0.056179,0.060662,-0.033066697,-0.058854003,-0.032806,0.621387,0.11576989,-0.097514495,0.06914279,-0.045586,0.017617002,,-0.157584,,-0.010508001,0.029473513,-1.5992985,0.07434025,533.04004,0,0,3,"[5, 31, 109]"
2M03542519+2146063,58.604975,21.768435,6025.0967,4.325199,0.061488,0.067895,-0.0186707,-0.12224701,-0.111007005,0.22992301,0.16456589,-0.0398685,0.056157,-0.047727004,0.049160995,,-0.028616004,,0.034163,0.008576512,-0.1943014,0.0,181.77246,0,4,5,"[42, 43, 44, 70, 71]"
2M03542523+2421363,58.605145,24.360106,4896.0557,4.4031296,-0.18928,-0.20722,-0.018600699,-0.026482001,0.26845998,-0.18692,-0.03084509,0.044310495,-0.014706999,0.07150601,0.139836,,-0.009484991,,0.07504001,0.21627252,0.017133594,0.026210224,235.8359,17092,8390656,4,"[42, 43, 44, 71]"
2M03542523+2421363,58.605145,24.360106,4784.2896,4.4517884,-0.18234,-0.16731,0.00030980003,-0.17093,0.24608001,-0.22666001,-0.000107094646,0.031635508,-0.017370999,-0.06022799,0.052486002,,0.009433001,,0.004730001,-0.26772746,-0.51680636,1.5339373,296.45517,17088,8390656,4,"[42, 43, 44, 71]"
2M03542579-0518001,58.607479,-5.300034,5408.1235,4.3068295,-0.27379,-0.28164,0.036233302,0.13508,0.21675,-0.13652003,0.0830839,0.04773149,-0.008485019,0.11909598,0.3152,,0.19979899,,0.005979985,-0.000117480755,-0.13876641,0.027154673,209.54967,68,0,3,"[5, 31, 109]"
2M03542581-0700020,58.607554,-7.000556,5967.397,4.271179,0.11605,0.11995,-0.0495357,-0.097176,-0.098178,0.52162004,0.0067922026,-0.041781493,-0.02516,0.101446,0.20758599,,0.425869,,-0.008099996,0.06374651,-0.4119264,0.06753216,224.80899,4,0,3,"[5, 31, 109]"
2M03542713+1153449,58.61306,11.895806,4791.892,4.562541,0.076707,0.080874,0.027854301,-0.013535507,-0.060102005,0.061156996,0.0098437965,0.055516697,0.033633992,-0.022341006,0.074342005,,0.053362004,,0.028176002,-0.0036094934,0.055792592,0.018225413,227.52815,16388,0,6,"[5, 42, 43, 44, 70, 71]"
2M03543006-7050296,58.625267,-70.841576,6393.1035,4.1441464,-0.010468,-0.012217,0.0061577996,0.015223,0.022774,0.981509,0.1201119,-0.016371496,0.097717,-0.0764705,0.098929,,-0.295332,,-0.015016001,-0.044770494,-0.65999943,0.0,224.99939,0,0,44,"[1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 61, 62, 63, 64, 65, 66, 67, 68, 69, 87, 88, 89, 90, 93, 94, 95, 96, 97, 98]"
2M03543556+2537111,58.64817,25.619757,4573.2295,4.549398,-0.030252,-0.029872,-0.0065567,-0.019095,-0.064165,,0.0212839,-0.024924502,0.008812996,0.056845993,-0.018555,,0.0005860012,,-0.034140997,-0.063105494,-0.0795044,0.18789527,187.29846,68,2048,4,"[42, 43, 44, 71]"
2M03543556+2537111,58.64817,25.619757,4543.6504,4.551324,-0.023619,-0.023184,-0.018410701,-0.066542,-0.038695,,-0.0050131995,-0.068456486,-0.0069780033,0.058340997,-0.025315,,-0.089092,,0.0221067,-0.094893485,-0.23622239,0.1030339,178.51328,68,0,4,"[42, 43, 44, 71]"
2M03543882+1447358,58.661778,14.793291,4571.64,4.5294056,-0.39037,-0.389,0.0195693,-0.26060003,0.19444999,,0.031236887,-0.13531154,-0.012306005,0.11514598,-0.019484013,,-0.25777102,,0.015240014,-0.08207747,-0.6737364,0.26857832,243.00446,708,0,5,"[42, 43, 44, 70, 71]"
2M03543884-0647119,58.661834,-6.786665,6309.5273,4.319473,-0.042778,-0.031676,-0.0340787,-0.031697996,-0.035203002,0.74432796,-0.033648096,-0.065253496,0.056597203,-0.0033909976,0.044141103,,-0.124995,,-0.028826002,5.850941e-05,0.13949859,0.12343872,153.89557,640,0,3,"[5, 31, 109]"
2M03543993+2332446,58.666395,23.545729,5298.7207,4.502865,0.029757,0.034855,0.0130994,0.012731999,0.024264,-0.006574601,0.047791906,0.078342505,0.019580998,-0.048309,0.092101,,-0.092333004,,-0.022469,0.035681516,-0.020402402,0.12748018,202.74414,16388,0,4,"[42, 43, 44, 71]"
2M03544098+1005565,58.670766,10.099049,5609.1987,3.9419026,0.090811,0.093066,-0.0030197003,-0.008969799,-0.002681829,0.158615,0.07288689,0.0225875,0.120891,-0.057965,0.19943997,,-0.165476,,0.079394005,0.06803911,0.27614757,0.06790259,168.81987,16513,0,6,"[5, 42, 43, 44, 70, 71]"
2M03544102-7057389,58.670933,-70.960808,5929.667,4.05424,-0.2253,-0.22771,0.0022935998,0.0029335022,-0.013852,-0.16098,0.08283189,-0.008153513,0.09606598,-0.019542009,0.123735994,,,,-0.006830007,0.00010250509,-0.5320564,0.0,216.2724,0,0,43,"[1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 61, 62, 63, 64, 65, 66, 67, 69, 87, 88, 89, 90, 93, 94, 95, 96, 97, 98]"
2M03544337-0645087,58.680744,-6.752427,5081.768,4.585516,-0.17292,-0.16673,0.0020972,-0.110369995,-0.096046016,-0.20623998,-0.021082103,0.007926509,0.0069679916,0.008790001,0.0074360073,,-0.01319401,,-0.03482999,-0.030827478,-0.17131637,0.055951823,213.38762,64,0,3,"[5, 31, 109]"
2M03544686-1108046,58.695276,-11.134614,6255.9263,4.0055156,-0.50096,-0.48845,0.0679793,0.10767001,0.12046,0.88118,0.2724229,0.055689156,0.14995,-0.06822699,0.048325986,,,,-0.043930054,-0.08234745,,0.106813625,255.67612,0,4,3,"[5, 31, 109]"
2M03545019-7414137,58.709133,-74.237152,5776.7095,4.00423,-0.089582,-0.094428,0.0114196,0.011488795,0.034176998,0.106206,0.020997897,0.0474675,0.064555,0.008796997,0.23062402,,-0.28090498,,0.040059,0.031920522,-0.12891838,0.08881472,336.43704,16384,0,37,"[1, 2, 3, 5, 6, 9, 10, 12, 13, 27, 28, 29, 30, 32, 33, 35, 36, 39, 61, 62, 63, 64, 65, 66, 67, 68, 69, 87, 88, 89, 90, 93, 94, 95, 96, 97, 98]"
2M03545137-0957107,58.714055,-9.952999,5344.496,4.5107636,-0.076846,-0.074886,0.024368301,0.031377997,-0.0117907,0.014956996,0.082052894,0.0683686,0.0645863,-0.050397,0.080746904,,-0.086289994,,0.030361,0.034188516,-0.0657504,0.012937176,206.15901,16388,0,3,"[5, 31, 109]"
2M03545339-0523023,58.722471,-5.383985,5781.6465,4.255676,0.1533,0.15559,-0.015198699,-0.07546599,-0.038416997,0.24681002,0.050721914,-0.0034714937,0.063887104,-0.039271995,0.12129599,,-0.33934098,,0.05212,0.08738752,0.058393598,0.057943117,334.79742,16388,0,3,"[5, 31, 109]"
2M03545368+2039217,58.723672,20.656046,5139.7524,3.8826618,-0.18678,-0.18805,0.085021004,-0.0062718093,-0.0010056049,-0.033435002,0.150631,0.124349,0.0645136,0.060388997,0.11206199,-0.28814,-0.009658828,0.287829,0.03819251,-0.03733802,-0.126008,0.0,165.68968,16452,16777216,3,"[43, 70, 71]"
2M03545383-0516320,58.724321,-5.275557,5339.373,4.5156183,-0.20375,-0.23057,0.0490733,0.075057,0.110229,-0.06352799,0.1690629,0.1581935,0.1047072,-0.022348002,0.12791601,,-0.170821,,-0.05398999,-0.0019274801,-0.65738636,0.2203042,242.12296,64,0,3,"[5, 31, 109]"
2M03545803-0608025,58.741831,-6.134048,5630.09,4.305143,0.2841,0.28065,-0.0325677,-0.050570995,-0.059276998,0.22035,0.0200769,-0.011052489,0.0723342,-0.060330003,0.11505601,,-0.245291,,0.043500006,0.09898254,0.025063604,0.03400598,204.92902,16388,2048,3,"[5, 31, 109]"
2M03550047-0512379,58.75196,-5.210552,5668.8457,4.376175,-0.35019,-0.35549,0.1910753,0.112809986,0.13069999,0.054648995,0.13560288,0.2694385,0.19621298,0.15765598,0.40576398,,0.13249898,,0.034400016,-0.10780752,0.19032359,0.04575588,340.95743,16388,0,3,"[5, 31, 109]"
2M03550142+1229081,58.755934,12.485591,4721.1416,4.569332,0.12136,0.11612,-0.020451698,-0.0084160045,-0.10659001,-0.004212804,-0.0330941,-0.0228215,-0.01534801,0.0047589913,0.009255998,,0.0074719936,,0.03604,0.03720648,0.1244436,0.0028485234,641.0631,4,16777216,7,"[5, 32, 42, 43, 44, 70, 71]"
2M03550277+1045497,58.761545,10.763828,5397.502,3.8399837,-0.16413,-0.16366,0.033058602,-0.053195998,-0.044267997,0.083611004,0.106703,0.036414012,-0.00012849271,0.054911003,0.02993749,-0.09117,-0.017770827,-0.519851,0.042062514,-0.07487799,-0.108317986,0.06382312,274.80545,16384,16777216,6,"[5, 42, 43, 44, 70, 71]"
2M03550422-0706579,58.767607,-7.116095,5848.958,4.151644,-0.32868,-0.32098,0.060596302,0.022778004,0.010033011,0.092429996,0.12454291,0.10424651,0.099095,0.053445995,0.23312601,,-0.08138999,,-0.0040599704,-0.06952748,-0.16282636,0.025853788,379.6187,16384,0,3,"[5, 31, 109]"
2M03550479+0953270,58.769972,9.890852,5822.984,4.0540013,-0.080046,-0.081805,0.00281191,-0.025956996,0.020953998,0.020292997,0.021616898,0.0064795017,0.086798996,0.026414998,0.208911,,-0.011095993,,0.021422993,0.027557515,-0.018701397,0.06601195,169.2094,0,0,6,"[5, 42, 43, 44, 70, 71]"
2M03550616-0959105,58.77568,-9.986251,6184.7617,4.23401,-0.11643,-0.10949,0.0009675999,0.019596003,0.0031070039,0.64928,0.1331329,-0.0020444915,0.0698039,0.006717004,0.108956,,-0.349781,,-0.03531999,0.033272512,-0.23565641,0.0750353,174.28621,0,0,3,"[5, 31, 109]"
2M03550788-0542437,58.782848,-5.712143,5718.586,4.069517,-0.075003,-0.06683,0.0117218,-0.092765994,-0.081319995,0.21799701,0.2747099,-0.002198495,0.094659,-0.030364998,0.209806,,-0.350474,,0.0678768,0.016092516,-0.11672639,0.1264992,192.87451,4,0,3,"[5, 31, 109]"
2M03550893-1010119,58.787223,-10.16998,6424.8955,3.9064002,-0.14664,-0.15382,-0.0010587,0.07222199,0.088471994,1.0750799,0.095602885,-0.012608513,0.07298269,-0.123758,-0.08696401,,-0.49709105,,-0.039220005,0.09921251,-0.0698964,0.3296987,589.6209,64,8388608,3,"[5, 31, 109]"
2M03551125+2345245,58.796897,23.756813,4947.9004,4.5689135,0.04472,0.049233,-0.0150637,-0.077841,-0.053627998,0.006556999,-0.047952097,-0.032312494,-0.005668003,-0.015283998,-0.0445694,,0.022415001,,-0.013296001,0.012820516,0.1374106,0.041922405,156.18,16388,0,4,"[42, 43, 44, 71]"
2M03551207-0605090,58.800308,-6.085846,6477.967,4.5794187,0.12948,0.1614,-0.0845167,-0.19612,-0.26332,0.011647001,-0.2360471,-0.2007115,0.0017610043,0.041636005,0.029156,,,,-0.09940201,0.14163251,0.5933636,0.21812162,233.32129,710,8390656,3,"[5, 31, 109]"
2M03551494-0635157,58.812252,-6.587714,6136.011,4.0174017,-0.071177,-0.072098,0.0012957,-0.016702995,-0.0036221966,0.054679003,0.056568906,-0.1066605,0.108214,0.007155001,0.103823,,-0.5099,,0.0064850077,0.0034105182,-0.23889841,0.02275227,504.53214,0,0,3,"[5, 31, 109]"
2M03551612-1008023,58.817168,-10.133995,5801.257,4.0373006,0.067563,0.065903,-0.0040046,-0.14906001,-0.12474,0.13426,0.0768129,-0.007358499,0.089932,-0.025901001,0.259643,,-0.263061,,0.040587,0.08757011,-0.0681634,0.0105138635,417.72485,0,0,3,"[5, 31, 109]"
2M03551972+0941208,58.83218,9.689121,5594.076,4.3556833,0.23022,0.22664,-0.0185727,0.015125006,0.007430002,0.23842,0.05634491,-0.0045654923,0.09550901,-0.062362894,0.14724599,,-0.086437985,,0.061840013,0.09331252,0.20888357,0.0492195,257.29886,16388,0,6,"[5, 42, 43, 44, 70, 71]"
2M03552119+1437181,58.838327,14.621707,5315.543,3.8212383,-0.12474,-0.125,0.063662,-0.014019996,-0.014348,-0.011326,0.0664768,0.10331301,0.0362176,0.043762006,0.05006399,-0.08144,-0.08945283,0.13122901,0.043612503,-0.050808012,0.126335,0.05425299,240.4715,16448,0,5,"[42, 43, 44, 70, 71]"
2M03552801+2542091,58.866747,25.702536,4879.944,4.5677147,-0.11338,-0.11033,0.0387903,-0.009787098,-0.034587994,-0.0069518015,0.039864898,0.0743355,0.058230996,0.010311998,0.059891,,0.034537002,,0.01094,0.011172518,0.008543596,0.03130577,161.08212,16452,0,5,"[42, 43, 44, 70, 71]"
2M03552828+1732165,58.867847,17.537935,4550.7256,4.57611,0.16917,0.16179,-0.0196167,0.046662018,-0.11899999,,-0.02704309,-0.032451496,0.020163998,-0.02466099,0.067856,,-0.0047169924,,0.07195,0.09155251,0.3705936,0.0,156.47778,16388,0,5,"[42, 43, 44, 70, 71]"
2M03554691-0625257,58.945476,-6.423811,5708.7764,3.9325132,-0.070671,-0.06895,0.0176363,0.032031998,0.031147998,0.085636996,0.0695349,0.0604615,0.09602799,-2.2999942e-05,0.17739302,,-0.291542,,0.0660608,0.048422515,0.34876359,0.040810473,242.2629,0,0,3,"[5, 31, 109]"
2M03554725-6912532,58.946902,-69.214798,6290.5073,4.261123,-0.041223,-0.031571,-0.0431957,-0.069977,-0.0108089,0.433708,0.0623979,-0.0813435,0.0134229995,-0.0697846,0.0013080016,,,,-0.037398994,-0.0945465,0.06903359,0.0,154.33282,0,0,42,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 27, 28, 29, 30, 31, 32, 33, 34, 36, 37, 38, 39, 61, 63, 64, 65, 66, 67, 68, 69, 87, 88, 90, 93, 94, 95, 96, 97, 98]"
2M03554842-0606286,58.95175,-6.107948,5193.571,4.5200815,0.12725,0.1267,-0.0022292002,0.0029398054,-0.032722995,0.14290999,-0.1040771,0.034144506,0.0766789,-0.032456994,0.102586,,-0.024928994,,0.050860003,0.079856515,0.17736362,0.02443205,199.73354,16388,0,3,"[5, 31, 109]"
2M03555392-0610507,58.974696,-6.180766,5881.0244,4.0838666,0.04283,0.041454,-0.0493067,-0.084019,-0.084837,0.350056,-0.1234511,-0.0952255,0.023587,-0.0048069954,0.069594994,,-0.318905,,0.037390005,0.058002513,-0.1904504,6.5133667,672.0545,4,0,3,"[5, 31, 109]"
2M03555520+0957317,58.980033,9.958829,5803.165,4.2297773,-0.044505,-0.040046,0.0128848,-0.044136003,-0.019511,-0.077617005,0.0456579,0.025296502,0.086403,-0.031260006,0.153712,,-0.59720004,,0.038643997,-0.03492149,-0.5855704,0.043144934,184.592,16388,4,6,"[5, 42, 43, 44, 70, 71]"
2M03555603+2334021,58.983472,23.567274,4689.5244,4.591059,-0.029586,-0.027466,-0.0122487,-0.16250001,-0.14841,0.10761999,-0.0253231,-0.0626715,-0.017723002,-0.0058590025,-0.069698006,,-0.0557009,,-0.030240003,-0.059441492,-0.094360396,0.02779757,226.04997,4,0,4,"[42, 43, 44, 71]"
2M03555698-7028563,58.987444,-70.48233,6027.3975,3.8284707,0.054973,0.054363,-0.028902698,-0.037480004,-0.0052473024,0.24681999,0.12962289,-0.0086154975,0.06740379,-0.055092003,0.153013,,-0.29319102,,0.022011999,0.03544351,-0.032728404,0.0,243.73512,0,0,44,"[1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 61, 62, 63, 64, 65, 66, 67, 68, 69, 87, 88, 89, 90, 93, 94, 95, 96, 97, 98]"
2M03555698-7028563,58.987444,-70.48233,6118.999,4.110956,0.081117,0.079346,-0.0092667,-0.025784004,0.0068583935,-0.481199,0.1661939,-0.0710905,0.142218,-0.093036,0.17603001,,0.027328998,,-0.0031529963,0.028817512,-0.3830024,0.0,246.32126,64,0,44,"[1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 61, 62, 63, 64, 65, 66, 67, 68, 69, 87, 88, 89, 90, 93, 94, 95, 96, 97, 98]"
2M03555815+2412444,58.992327,24.212343,5479.233,4.056447,0.19049,0.19104,0.0343943,0.07153101,0.06650601,0.04945901,0.055112913,0.08759551,0.13041602,-0.016958982,0.213026,,-0.020176992,,0.026810005,0.021453515,0.1299436,0.031782217,174.86362,16388,0,4,"[42, 43, 44, 71]"
2M03555838+2432598,58.993287,24.549946,4618.0854,4.590098,-0.005564,-0.0044994,-0.0229537,-0.054889597,-0.0722916,-0.1816646,-0.025500702,-0.07391609,-0.0383616,-0.0066386033,-0.052363597,,-0.0626006,,-0.043691598,-0.052718095,0.11557499,0.025887372,186.06094,68,0,4,"[42, 43, 44, 71]"
2M03560119+2403343,59.004985,24.059546,5158.1484,4.5670037,-0.034952,-0.032615,-0.0168757,-0.18435699,-0.12760699,-0.051233,0.0140009,-0.013494499,-0.0043900013,0.034199,-0.015033003,,-0.057421,,-0.025199004,-0.038792484,-0.4958014,0.020830326,214.064,64,0,4,"[42, 43, 44, 71]"
2M03560119+2403343,59.004985,24.059546,5124.498,4.563202,-0.04917,-0.040554,-0.0035619,-0.15454601,-0.151766,-0.118396,0.0823999,-0.007957496,0.005416997,0.0119360015,0.013097998,,-0.057200197,,-0.039634,-0.06648348,-0.2850724,0.108555146,235.25427,64,0,4,"[42, 43, 44, 71]"
2M03560387+2213371,59.01614,22.226988,6384.5806,4.258876,-0.020338,-0.012958,-0.036724698,-0.021405,0.00084530003,0.40638,0.0211039,-0.087381504,0.040813,-0.040861998,-0.049986992,,-0.273381,,-0.022199001,0.0076905144,0.23510161,0.15370606,1114.8143,640,25165824,4,"[42, 43, 44, 71]"
2M03560443+2420209,59.018463,24.339155,4772.0757,4.51773,-0.19901,-0.20044,0.046048302,-0.12554,-0.015637994,0.17625001,0.01841791,-0.0047705024,0.043146998,0.045236006,0.08479601,,-0.234091,,0.018630013,-0.048537478,0.037593603,0.06397468,194.29715,4,0,4,"[42, 43, 44, 71]"
2M03560443+2420209,59.018463,24.339155,4785.0156,4.5181603,-0.18636,-0.18423,0.0490433,-0.13033,-0.015668005,0.18929,0.032177895,0.008929506,0.05240199,0.006606996,0.086546004,,-0.144407,,-0.02279,-0.02057749,0.2033686,0.09063475,169.25446,4,0,4,"[42, 43, 44, 71]"
2M03561112+1017431,59.04635,10.29533,5245.7217,3.9164312,-0.37162,-0.36321,0.058955003,-0.062482,-0.031821996,-0.081034005,0.203053,0.040517986,-0.11379042,0.288395,0.095850974,-0.12780002,0.37281317,,0.118712515,0.0050520003,-0.576718,7.8228006,155.32524,68,50331648,7,"[5, 32, 42, 43, 44, 70, 71]"
2M03561294-0656414,59.05394,-6.944856,6140.3223,4.2597136,-0.012648,-0.0051682,-0.0110197,-0.0380538,-0.003300901,0.118110195,0.124693096,-0.066841304,0.07148299,0.025926195,0.0713072,,-0.0369738,,-0.0460738,-0.07516928,-0.2006182,0.6672318,700.9964,0,0,3,"[5, 31, 109]"
2M03561300-2959459,59.054194,-29.996109,6525.11,4.1272674,-0.10824,-0.10193,0.0563153,0.088548996,0.10598,0.83039004,0.1187529,0.0380115,0.13322999,-0.028748997,0.09554,,,,-0.033509992,-0.07217749,,0.03691746,179.21474,0,0,4,"[4, 31, 105, 108]"
2M03561476+0957427,59.061507,9.961888,5364.1094,4.5327907,-0.32668,-0.31589,0.055165302,0.02099201,0.083985,-0.12217,-0.04054308,0.096923515,0.104016006,-0.025256991,0.10813601,,-0.11388299,,-0.041479975,-0.039587468,-0.93474644,0.028708432,155.80084,16452,0,6,"[5, 42, 43, 44, 70, 71]"
2M03561509+1436084,59.062894,14.602338,4570.176,4.5448856,-0.27733,-0.26556,0.0014157,-0.08544701,-0.06657201,,-0.056054115,-0.091561526,-0.046967,0.027455986,0.010445982,,-0.17705101,,-0.045159996,-0.04912749,-0.046726376,0.08050478,159.1295,68,0,5,"[42, 43, 44, 70, 71]"
2M03561877+1241127,59.078211,12.686869,5254.8516,4.5527434,-0.22057,-0.21412,0.0543033,-0.017172992,-0.0046450943,-0.104779005,0.049417898,0.105132505,0.06006971,0.021524012,0.083626,,-0.060866594,,0.017470002,-0.0636175,-0.13080642,0.045600522,199.59,16452,16777216,7,"[5, 32, 42, 43, 44, 70, 71]"
2M03562008-0610060,59.083678,-6.168359,6022.347,4.005489,-0.35402,-0.35846,0.0426853,0.019681007,0.023300022,0.07164201,0.27436292,0.006107509,0.155027,-0.011658996,0.120616004,,-0.542671,,0.04147002,-0.041107506,0.14299361,0.06484604,399.20642,64,0,3,"[5, 31, 109]"
2M03562039+2215425,59.084973,22.261806,6598.8203,4.214578,0.011204,0.028495003,-0.0130647,-0.086463004,-0.055480003,0.541669,-0.019251004,-0.0664425,0.08766499,-0.045608003,-0.029341001,,0.54749805,,0.028259996,-0.12185249,0.6872886,0.2832589,186.11334,0,8388608,4,"[42, 43, 44, 71]"
2M03562043+2400431,59.085156,24.011992,5225.358,4.479276,0.22517,0.22866,0.0014752999,0.021345988,-0.044507995,0.09525101,-0.032513097,0.047888502,0.057091996,-0.034833997,0.16887598,,-0.015975997,,0.022559986,0.04055251,0.08043359,0.052339632,179.44711,16388,0,4,"[42, 43, 44, 71]"
2M03562354-7016386,59.098095,-70.27739,6072.765,4.1178045,-0.21246,-0.21246,0.0222383,0.052844003,0.056081995,0.33564,0.18490289,0.016331509,0.14760101,-0.049705014,0.087046,,-0.132486,,0.032230005,0.03553252,0.3294276,0.0,163.15929,0,0,45,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 61, 62, 63, 64, 65, 66, 67, 68, 69, 87, 88, 89, 90, 93, 94, 95, 96, 97, 98]"
2M03562425+3722582,59.10107,37.382851,4813.93,4.6190844,-0.3418,-0.33032,0.0574483,-0.035100013,-0.057072997,-0.053111017,0.1076929,0.070361495,0.028373003,-0.0029760003,0.032985985,,-0.004602015,,0.03999999,-0.05272749,0.07493359,0.031212699,239.34082,16452,1024,3,"[18, 59, 86]"
2M03562425+3722582,59.10107,37.382851,4797.842,4.6174264,-0.34102,-0.33363,0.0453653,-0.11313,-0.02202198,-0.016811788,0.056638896,0.05952832,0.024886012,-0.0061099827,0.03686598,,-0.045192093,,-5.9992075e-05,-0.061327517,-0.081296414,0.09179833,353.4566,16388,0,3,"[18, 59, 86]"
2M03562625+2422234,59.109412,24.373177,5359.3765,3.8422546,-0.38178,-0.38112,0.088083,0.030072004,0.057309985,-0.030988008,0.206153,0.09507498,0.09813061,0.06795499,0.04606101,-0.02365002,-0.15404686,0.152689,0.07230252,-0.089827985,0.11180198,0.044297006,173.94087,16448,2048,5,"[42, 43, 44, 70, 71]"
2M03563567+7857072,59.148661,78.952011,4533.5547,4.636903,-0.10675,0.015926003,0.0148473,-0.065554,-0.1272942,,-0.106808096,0.0340005,0.042758003,0.059279993,-0.077618,,0.24728298,,-0.066967,0.2585765,-0.8383524,4.274011,159.50471,708,8390144,9,"[19, 25, 26, 52, 53, 59, 73, 79, 86]"
2M03563656-2943179,59.152365,-29.721642,5479.3203,4.417872,-0.068874,-0.072149,0.0468183,0.079711,0.113875,-0.10341499,-0.0064200982,0.1135735,0.0737341,0.010229997,0.17914301,,-0.138951,,0.023504,0.012271516,0.1692296,5.568335,180.8667,68,0,6,"[4, 31, 105, 106, 107, 108]"
2M03563709+1225584,59.154558,12.4329,4687.575,4.506223,-0.31021,-0.30615,0.0313073,-0.18612,0.12322,-0.11164001,0.043798894,-0.08712152,0.024508983,0.085136,-0.003744036,,-0.126315,,-0.0016500056,-0.06920749,0.011623591,0.067740224,238.28304,708,16777216,7,"[5, 32, 42, 43, 44, 70, 71]"
2M03563755+2411504,59.156459,24.197355,4548.3594,4.605298,-0.07912,-0.077198,-0.027076699,-0.045135006,-0.059828997,,-0.007200204,-0.08431351,-0.06896901,-0.0023560002,-0.088726,,-0.109312,,-0.011551999,-0.041339487,-0.16923842,0.0768407,204.5174,68,2048,5,"[42, 43, 44, 70, 71]"
2M03563755+2411504,59.156459,24.197355,4501.2207,4.6083055,-0.078583,-0.077932,-0.0224997,-0.057831004,-0.09444,,-0.016281098,-0.1393825,-0.07174802,-0.00079200417,-0.07550199,,-0.17867202,,0.0036300048,-0.09808549,0.1284546,0.20786065,174.1925,68,0,5,"[42, 43, 44, 70, 71]"
2M03564060+2206502,59.169206,22.113951,4655.4575,4.5336523,0.060875,0.04655,-0.0078877,0.037518002,0.065601,0.17122501,-0.018982098,-0.0020864978,0.009566002,0.017844997,0.044804998,,0.0067040026,,0.09194001,0.068131514,0.3976836,0.2055512,215.32115,16388,0,4,"[42, 43, 44, 71]"
2M03564132-7034192,59.172188,-70.572021,5324.3345,4.502823,-0.0088158,-0.014101,0.0107182,0.0026143994,0.0404872,-0.0236108,-0.006339901,0.036634702,0.057605196,0.0577312,0.159027,,0.026565198,,0.040319,0.059153512,0.1041486,0.0,297.37015,68,0,44,"[1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 61, 62, 63, 64, 65, 66, 67, 68, 69, 87, 88, 89, 90, 93, 94, 95, 96, 97, 98]"
